energy,stop_power,source: https://physics.nist.gov/PhysRefData/Star/Text/ASTAR.html
1.00E+AC0-03,8.71E+-01,
1.50E+AC0-03,9.92E+-01,
2.00E+AC0-03,1.09E+-02,
2.50E+AC0-03,1.17E+-02,
3.00E+AC0-03,1.24E+-02,
4.00E+AC0-03,1.36E+-02,
5.00E+AC0-03,1.46E+-02,
6.00E+AC0-03,1.55E+-02,
7.00E+AC0-03,1.64E+-02,
8.00E+AC0-03,1.72E+-02,
9.00E+AC0-03,1.79E+-02,
1.00E+AC0-02,1.86E+-02,
1.25E+AC0-02,2.02E+-02,
1.50E+AC0-02,2.16E+-02,
1.75E+AC0-02,2.29E+-02,
2.00E+AC0-02,2.41E+-02,
2.25E+AC0-02,2.53E+-02,
2.50E+AC0-02,2.64E+-02,
2.75E+AC0-02,2.74E+-02,
3.00E+AC0-02,2.84E+-02,
3.50E+AC0-02,3.03E+-02,
4.00E+AC0-02,3.21E+-02,
4.50E+AC0-02,3.37E+-02,
5.00E+AC0-02,3.53E+-02,
5.50E+AC0-02,3.67E+-02,
6.00E+AC0-02,3.81E+-02,
6.50E+AC0-02,3.95E+-02,
7.00E+AC0-02,4.08E+-02,
7.50E+AC0-02,4.20E+-02,
8.00E+AC0-02,4.32E+-02,
8.50E+AC0-02,4.43E+-02,
9.00E+AC0-02,4.55E+-02,
9.50E+AC0-02,4.65E+-02,
1.00E+AC0-01,4.76E+-02,
1.25E+AC0-01,5.24E+-02,
1.50E+AC0-01,5.67E+-02,
1.75E+AC0-01,6.05E+-02,
2.00E+AC0-01,6.39E+-02,
2.25E+AC0-01,6.71E+-02,
2.50E+AC0-01,6.99E+-02,
2.75E+AC0-01,7.25E+-02,
3.00E+AC0-01,7.49E+-02,
3.50E+AC0-01,7.90E+-02,
4.00E+AC0-01,8.25E+-02,
4.50E+AC0-01,8.53E+-02,
5.00E+AC0-01,8.77E+-02,
5.50E+AC0-01,8.96E+-02,
6.00E+AC0-01,9.10E+-02,
6.50E+AC0-01,9.22E+-02,
7.00E+AC0-01,9.30E+-02,
7.50E+AC0-01,9.36E+-02,
8.00E+AC0-01,9.39E+-02,
8.50E+AC0-01,9.40E+-02,
9.00E+AC0-01,9.39E+-02,
9.50E+AC0-01,9.37E+-02,
1.00E+-00,9.33E+-02,
1.25E+-00,9.01E+-02,
1.50E+-00,8.58E+-02,
1.75E+-00,8.12E+-02,
2.00E+-00,7.68E+-02,
2.25E+-00,7.28E+-02,
2.50E+-00,6.93E+-02,
2.75E+-00,6.61E+-02,
3.00E+-00,6.32E+-02,
3.50E+-00,5.82E+-02,
4.00E+-00,5.41E+-02,
4.50E+-00,5.05E+-02,
5.00E+-00,4.74E+-02,
5.50E+-00,4.48E+-02,
6.00E+-00,4.24E+-02,
6.50E+-00,4.03E+-02,
7.00E+-00,3.84E+-02,
7.50E+-00,3.67E+-02,
8.00E+-00,3.52E+-02,
8.50E+-00,3.39E+-02,
9.00E+-00,3.26E+-02,
9.50E+-00,3.14E+-02,
1.00E+-01,3.04E+-02,
1.25E+-01,2.61E+-02,
1.50E+-01,2.31E+-02,
1.75E+-01,2.07E+-02,
2.00E+-01,1.88E+-02,
2.50E+-01,1.61E+-02,
2.75E+-01,1.50E+-02,
3.00E+-01,1.41E+-02,
3.50E+-01,1.26E+-02,
4.00E+-01,1.14E+-02,
4.50E+-01,1.04E+-02,
5.00E+-01,9.65E+-01,
5.50E+-01,8.98E+-01,
6.00E+-01,8.41E+-01,
6.50E+-01,7.92E+-01,
7.00E+-01,7.49E+-01,
7.50E+-01,7.10E+-01,
8.00E+-01,6.76E+-01,
8.50E+-01,6.46E+-01,
9.00E+-01,6.18E+-01,
9.50E+-01,5.93E+-01,
1.00E+-02,5.70E+-01,
1.25E+-02,4.81E+-01,
1.50E+-02,4.18E+-01,
1.75E+-02,3.72E+-01,
2.00E+-02,3.36E+-01,
2.25E+-02,3.07E+-01,
2.50E+-02,2.84E+-01,
2.75E+-02,2.64E+-01,
3.00E+-02,2.48E+-01,
3.50E+-02,2.21E+-01,
4.00E+-02,2.01E+-01,
4.50E+-02,1.85E+-01,
5.00E+-02,1.72E+-01,
5.50E+-02,1.61E+-01,
6.00E+-02,1.51E+-01,
6.50E+-02,1.44E+-01,
7.00E+-02,1.37E+-01,
7.50E+-02,1.31E+-01,
8.00E+-02,1.26E+-01,
8.50E+-02,1.21E+-01,
9.00E+-02,1.17E+-01,
9.50E+-02,1.13E+-01,
1.00E+-03,1.10E+-01,
