energy,stop+AF8-power,source: https://physics.nist.gov/PhysRefData/Star/Text/ASTAR.html
1.00E+AC0-03,7.08E+-01,
1.50E+AC0-03,8.16E+-01,
2.00E+AC0-03,9.01E+-01,
2.50E+AC0-03,9.73E+-01,
3.00E+AC0-03,1.04E+-02,
4.00E+AC0-03,1.15E+-02,
5.00E+AC0-03,1.24E+-02,
6.00E+AC0-03,1.32E+-02,
7.00E+AC0-03,1.40E+-02,
8.00E+AC0-03,1.47E+-02,
9.00E+AC0-03,1.53E+-02,
1.00E+AC0-02,1.59E+-02,
1.25E+AC0-02,1.73E+-02,
1.50E+AC0-02,1.86E+-02,
1.75E+AC0-02,1.97E+-02,
2.00E+AC0-02,2.08E+-02,
2.25E+AC0-02,2.18E+-02,
2.50E+AC0-02,2.28E+-02,
2.75E+AC0-02,2.37E+-02,
3.00E+AC0-02,2.45E+-02,
3.50E+AC0-02,2.62E+-02,
4.00E+AC0-02,2.76E+-02,
4.50E+AC0-02,2.90E+-02,
5.00E+AC0-02,3.04E+-02,
5.50E+AC0-02,3.16E+-02,
6.00E+AC0-02,3.28E+-02,
6.50E+AC0-02,3.39E+-02,
7.00E+AC0-02,3.50E+-02,
7.50E+AC0-02,3.60E+-02,
8.00E+AC0-02,3.70E+-02,
8.50E+AC0-02,3.79E+-02,
9.00E+AC0-02,3.88E+-02,
9.50E+AC0-02,3.97E+-02,
1.00E+AC0-01,4.05E+-02,
1.25E+AC0-01,4.43E+-02,
1.50E+AC0-01,4.75E+-02,
1.75E+AC0-01,5.03E+-02,
2.00E+AC0-01,5.26E+-02,
2.25E+AC0-01,5.46E+-02,
2.50E+AC0-01,5.64E+-02,
2.75E+AC0-01,5.79E+-02,
3.00E+AC0-01,5.92E+-02,
3.50E+AC0-01,6.14E+-02,
4.00E+AC0-01,6.30E+-02,
4.50E+AC0-01,6.43E+-02,
5.00E+AC0-01,6.52E+-02,
5.50E+AC0-01,6.59E+-02,
6.00E+AC0-01,6.65E+-02,
6.50E+AC0-01,6.69E+-02,
7.00E+AC0-01,6.71E+-02,
7.50E+AC0-01,6.73E+-02,
8.00E+AC0-01,6.74E+-02,
8.50E+AC0-01,6.74E+-02,
9.00E+AC0-01,6.73E+-02,
9.50E+AC0-01,6.72E+-02,
1.00E+-00,6.71E+-02,
1.25E+-00,6.58E+-02,
1.50E+-00,6.40E+-02,
1.75E+-00,6.21E+-02,
2.00E+-00,6.00E+-02,
2.25E+-00,5.79E+-02,
2.50E+-00,5.58E+-02,
2.75E+-00,5.38E+-02,
3.00E+-00,5.19E+-02,
3.50E+-00,4.84E+-02,
4.00E+-00,4.53E+-02,
4.50E+-00,4.26E+-02,
5.00E+-00,4.02E+-02,
5.50E+-00,3.81E+-02,
6.00E+-00,3.62E+-02,
6.50E+-00,3.45E+-02,
7.00E+-00,3.29E+-02,
7.50E+-00,3.15E+-02,
8.00E+-00,3.03E+-02,
8.50E+-00,2.92E+-02,
9.00E+-00,2.82E+-02,
9.50E+-00,2.73E+-02,
1.00E+-01,2.64E+-02,
1.25E+-01,2.28E+-02,
1.50E+-01,2.02E+-02,
1.75E+-01,1.82E+-02,
2.00E+-01,1.67E+-02,
2.50E+-01,1.43E+-02,
2.75E+-01,1.33E+-02,
3.00E+-01,1.26E+-02,
3.50E+-01,1.12E+-02,
4.00E+-01,1.02E+-02,
4.50E+-01,9.37E+-01,
5.00E+-01,8.67E+-01,
5.50E+-01,8.08E+-01,
6.00E+-01,7.58E+-01,
6.50E+-01,7.14E+-01,
7.00E+-01,6.76E+-01,
7.50E+-01,6.42E+-01,
8.00E+-01,6.11E+-01,
8.50E+-01,5.84E+-01,
9.00E+-01,5.60E+-01,
9.50E+-01,5.37E+-01,
1.00E+-02,5.17E+-01,
1.25E+-02,4.37E+-01,
1.50E+-02,3.80E+-01,
1.75E+-02,3.39E+-01,
2.00E+-02,3.06E+-01,
2.25E+-02,2.80E+-01,
2.50E+-02,2.59E+-01,
2.75E+-02,2.42E+-01,
3.00E+-02,2.27E+-01,
3.50E+-02,2.03E+-01,
4.00E+-02,1.84E+-01,
4.50E+-02,1.69E+-01,
5.00E+-02,1.57E+-01,
5.50E+-02,1.48E+-01,
6.00E+-02,1.39E+-01,
6.50E+-02,1.32E+-01,
7.00E+-02,1.26E+-01,
7.50E+-02,1.21E+-01,
8.00E+-02,1.16E+-01,
8.50E+-02,1.12E+-01,
9.00E+-02,1.08E+-01,
9.50E+-02,1.04E+-01,
1.00E+-03,1.01E+-01,
